Product_ID,Category,Price,Date,Season,Market_Trend_Index,Competitor_Activity_Score,Consumer_Confidence_Index,Product_Specification_1,Product_Specification_2,Sales_Volume,Year,Month
1103,Laptop,105.32,2009-01-01,Winter,-1.8591603715865013,0.5466941855372691,84.68046469210279,Spec_C,Long-Battery-Life,49,2009,January
1436,Tablet,145.55,2009-01-01,Winter,-0.345587409251901,0.940428249755382,42.91928800089818,Spec_C,Lightweight,69,2009,January
1271,Smartphone,97.82,2009-01-01,Winter,-0.3847379505720294,0.7511546086783049,55.19126812112067,Spec_B,Lightweight,50,2009,January
1107,Laptop,64.0,2009-01-01,Winter,0.7167626535654861,0.1259389877084422,88.74645425786699,Spec_B,High-Resolution,28,2009,January
1072,Tablet,67.83,2009-01-01,Winter,-0.2420735501360276,-0.4129319331840168,67.94753625227112,Spec_A,Long-Battery-Life,81,2009,January
1021,Laptop,107.02,2009-01-01,Winter,-0.1915991735713434,0.913436996600006,84.20721526357097,Spec_B,Long-Battery-Life,39,2009,January
1615,Accessories,107.01,2009-01-01,Winter,0.5244243738299643,-1.3578292303007884,87.93505708653767,Spec_B,Lightweight,53,2009,January
1122,Smartphone,148.93,2009-01-01,Winter,0.8293647960200579,-0.43732983435535,84.58860217842391,Spec_B,Long-Battery-Life,62,2009,January
1467,Tablet,157.84,2009-01-01,Winter,0.7245155840349378,-0.4820440371806417,82.7508424183674,Spec_A,Long-Battery-Life,81,2009,January
1215,Laptop,52.98,2009-01-01,Winter,-1.1880532666905002,-2.649907532947781,76.22263106623086,Spec_B,High-Resolution,42,2009,January
1331,Tablet,70.22,2009-01-01,Winter,1.0449108433913057,0.2705412462543649,78.76103881601907,Spec_C,Lightweight,65,2009,January
1459,Laptop,73.39,2009-01-01,Winter,-0.0654077165292142,-0.0356968257356472,48.54360596517641,Spec_C,Long-Battery-Life,58,2009,January
1088,Laptop,52.93,2009-01-01,Winter,-1.5526066538466938,-1.4337509854481552,83.66575105353458,Spec_A,Long-Battery-Life,58,2009,January
1373,Smartphone,126.98,2009-01-01,Winter,0.6500388678060511,-0.374543570828021,74.81706734933303,Spec_A,Lightweight,33,2009,January
1100,Accessories,126.48,2009-01-01,Winter,-2.0209328245483364,-1.4413303013072658,49.96009137338164,Spec_A,High-Resolution,89,2009,January
1664,Accessories,76.8,2009-01-01,Winter,0.9922625069198168,2.207960042412791,63.8803493269411,Spec_B,High-Resolution,89,2009,January
1131,Tablet,48.09,2009-01-01,Winter,-1.488960036914518,-0.8951304364752611,54.67442923225381,Spec_B,High-Resolution,27,2009,January
1662,Laptop,70.47,2009-01-01,Winter,-0.2963058499111712,1.2184843324612395,50.13509582747916,Spec_A,Lightweight,73,2009,January
1309,Laptop,118.81,2009-01-01,Winter,2.242249489238308,1.0786216215207427,92.41743871992148,Spec_B,High-Resolution,37,2009,January
1344,Tablet,77.9,2009-01-01,Winter,-1.5097863406388956,-0.9835212719745946,79.54264770705319,Spec_C,Lightweight,54,2009,January
1492,Tablet,162.24,2009-01-01,Winter,-0.7732179207878702,-0.4778419355709781,90.51283766112051,Spec_A,Long-Battery-Life,25,2009,January
1414,Tablet,124.14,2009-01-01,Winter,0.3327880887611013,-1.5992053490069171,57.36937676950798,Spec_A,Lightweight,87,2009,January
1386,Tablet,65.94,2009-01-01,Winter,2.0405845621720946,0.3594678205660502,90.1192322464053,Spec_C,High-Resolution,81,2009,January
1192,Smartphone,133.23,2009-01-01,Winter,0.9804472738817772,-0.5068422109946058,94.62158029962492,Spec_B,Lightweight,31,2009,January
1277,Smartphone,76.03,2009-01-01,Winter,-0.251238001986102,-1.9310308540543413,83.91645053324245,Spec_C,Lightweight,56,2009,January
1161,Accessories,48.56,2009-01-01,Winter,-1.2842260228463471,-0.1809844934904454,78.68205880052018,Spec_B,Lightweight,41,2009,January
1460,Accessories,45.57,2009-01-01,Winter,0.2564314248006105,-0.9959861048677846,72.91524760159982,Spec_B,Lightweight,45,2009,January
1314,Smartphone,156.32,2009-01-01,Winter,2.054506576623601,1.5584777544532664,67.09794118007474,Spec_C,High-Resolution,64,2009,January
1022,Tablet,118.19,2009-01-01,Winter,-0.5410461713535721,-1.1985366959046977,49.3715899854962,Spec_B,Long-Battery-Life,44,2009,January
1253,Accessories,63.51,2009-01-01,Winter,-0.2222647570274843,-1.5257763192420142,44.53821128594251,Spec_B,Lightweight,87,2009,January
1561,Smartphone,129.27,2009-01-01,Winter,0.3077243490735004,-0.6096695130783867,56.8352388438824,Spec_A,High-Resolution,84,2009,January
1475,Laptop,106.36,2009-01-01,Winter,0.7122536581193596,0.5982309948743372,61.72580973577303,Spec_A,Long-Battery-Life,29,2009,January
1059,Smartphone,126.99,2009-01-01,Winter,-0.2907888497969748,0.1327832253837945,68.52183746672483,Spec_A,Lightweight,44,2009,January
1511,Laptop,148.09,2009-01-01,Winter,0.7813735633987844,1.4641679704291684,75.70569728589942,Spec_C,Long-Battery-Life,38,2009,January
1682,Accessories,80.9,2009-01-01,Winter,-0.3505719648941898,0.2051208336234607,69.07004474880063,Spec_B,Long-Battery-Life,39,2009,January
1476,Laptop,61.11,2009-01-01,Winter,0.0183039730117312,-0.7978388068068576,85.3449641188819,Spec_B,High-Resolution,24,2009,January
1190,Smartphone,142.72,2009-01-01,Winter,0.3694917410062596,0.3732432000262567,84.41867770313405,Spec_B,Long-Battery-Life,29,2009,January
1687,Laptop,143.91,2009-01-01,Winter,1.7699030526826711,0.6500476800396214,43.63362810680341,Spec_C,Lightweight,94,2009,January
1563,Laptop,55.99,2009-01-01,Winter,-1.3666332709685287,0.9540093613202816,92.33504451636269,Spec_C,Long-Battery-Life,61,2009,January
1567,Smartphone,136.74,2009-01-01,Winter,1.0716663594581284,0.0897402049960506,56.95055463039095,Spec_A,Lightweight,88,2009,January
1244,Accessories,77.19,2009-01-01,Winter,-0.6135030033742002,-0.5160011814825162,55.15134632832784,Spec_A,Long-Battery-Life,63,2009,January
1505,Accessories,131.94,2009-01-01,Winter,-0.0946583163781692,0.699657865395957,56.48662571217476,Spec_C,High-Resolution,47,2009,January
1131,Accessories,48.09,2009-01-01,Winter,-0.5846889220649314,1.023585310953986,85.34290214833773,Spec_C,High-Resolution,27,2009,January
1485,Laptop,42.71,2009-01-01,Winter,-0.8607621015582415,-0.0031777417318246,71.1539315158156,Spec_A,High-Resolution,23,2009,January
1647,Smartphone,93.83,2009-01-01,Winter,1.50596113277739,0.3013295986334389,63.77653217495975,Spec_A,Long-Battery-Life,23,2009,January
1021,Accessories,107.02,2009-01-01,Winter,0.5211468065893134,-0.6601243837058556,78.19813722693355,Spec_B,High-Resolution,39,2009,January
1167,Tablet,64.87,2009-01-01,Winter,-0.3208614553514315,-0.3090517981774499,61.10064098311887,Spec_B,High-Resolution,82,2009,January
1274,Tablet,51.39,2009-01-01,Winter,-1.032883695026665,-0.5076598650882895,97.69419483261098,Spec_A,Long-Battery-Life,72,2009,January
1388,Laptop,63.05,2009-01-01,Winter,-0.2672577067909536,-0.4327750691663066,81.13402273369263,Spec_C,Lightweight,39,2009,January
1601,Laptop,47.01,2009-01-01,Winter,1.6398296960615837,0.5408562480605731,69.3824295945382,Spec_C,Long-Battery-Life,54,2009,January
1316,Laptop,138.27,2009-01-01,Winter,1.131324444055029,0.9733763499349932,67.74866128067661,Spec_A,High-Resolution,44,2009,January
1014,Smartphone,138.03,2009-01-02,Winter,-0.6711131884940652,-0.9198984518848558,83.56672179536366,Spec_B,High-Resolution,73,2009,January
1242,Accessories,75.59,2009-01-02,Winter,-0.3993267976411593,-0.8202736487264956,91.84864559691648,Spec_A,Lightweight,50,2009,January
1346,Tablet,120.83,2009-01-02,Winter,0.9338312872704309,-1.288654407969153,81.90372091286922,Spec_A,Lightweight,82,2009,January
1565,Tablet,139.11,2009-01-02,Winter,-0.3424763130055123,-0.213009451840764,87.17338890954241,Spec_B,Long-Battery-Life,50,2009,January
1340,Tablet,94.84,2009-01-02,Winter,-0.6642835746227028,0.6226885385718863,66.45601245193482,Spec_C,High-Resolution,19,2009,January
1092,Tablet,129.57,2009-01-02,Winter,-0.1122010206324311,0.5697063897036223,43.56415820389797,Spec_C,Long-Battery-Life,17,2009,January
1367,Laptop,49.37,2009-01-02,Winter,2.66128989113226,-1.060036729329703,77.72245034792897,Spec_B,Lightweight,48,2009,January
1455,Tablet,70.33,2009-01-02,Winter,-2.2682105073897643,-1.0541968297634376,49.60682069328397,Spec_C,High-Resolution,27,2009,January
1428,Tablet,91.52,2009-01-02,Winter,-1.200549175911211,-0.4384430211796223,52.76866684683945,Spec_A,High-Resolution,42,2009,January
1509,Laptop,43.47,2009-01-02,Winter,0.7186054331896894,1.0338094674857503,66.66660396045688,Spec_A,Lightweight,78,2009,January
1035,Laptop,47.94,2009-01-02,Winter,0.4101415091802867,-0.3986308892196784,61.83606984907571,Spec_A,Lightweight,45,2009,January
1206,Smartphone,123.28,2009-01-02,Winter,-1.5249811386965877,1.0184665071534424,69.45476201660762,Spec_C,Lightweight,26,2009,January
1081,Accessories,130.95,2009-01-02,Winter,-0.6687503525283568,-1.699238708448379,68.62913751476802,Spec_B,Long-Battery-Life,84,2009,January
1562,Accessories,119.43,2009-01-02,Winter,1.3225883239020957,-1.2473493195556171,50.438288280542885,Spec_A,High-Resolution,93,2009,January
1388,Laptop,63.05,2009-01-02,Winter,0.4624958907887785,0.8046714057959908,81.98431177162382,Spec_C,High-Resolution,39,2009,January
1002,Tablet,89.47,2009-01-02,Winter,-0.5809637061599697,-0.1637474284101578,66.44578418535303,Spec_C,High-Resolution,45,2009,January
1390,Tablet,95.55,2009-01-02,Winter,-0.081469033976893,-0.0507875008907461,81.40647163962745,Spec_C,Long-Battery-Life,76,2009,January
1566,Tablet,40.99,2009-01-02,Winter,-0.0135759458036128,0.350270150592648,54.58954445206872,Spec_A,Lightweight,61,2009,January
1106,Smartphone,86.0,2009-01-03,Winter,-1.926657121510757,0.043072817891322,59.10323479729048,Spec_B,High-Resolution,60,2009,January
1477,Smartphone,121.54,2009-01-03,Winter,1.2837275855799497,-0.12625476335775,71.20744325647384,Spec_B,Long-Battery-Life,82,2009,January
1402,Smartphone,95.6,2009-01-03,Winter,-1.789791136524111,1.2989155369073513,94.33546640662682,Spec_C,Lightweight,45,2009,January
1556,Accessories,130.95,2009-01-03,Winter,-3.293139254551692,-0.6196994000116675,84.68146593412858,Spec_A,Long-Battery-Life,94,2009,January
